function,year,amount,sheet
350 Agriculture:,1980,0.0,hist05z1
351 Farm income stabilization,1980,8894.0,hist05z1
352 Agricultural research and services,1980,1333.0,hist05z1
"Total, Agriculture",1980,10227.0,hist05z1
370 Commerce and Housing Credit:,1980,0.0,hist05z1
371 Mortgage credit,1980,9962.0,hist05z1
372 Postal service,1980,1677.0,hist05z1
(On-budget),1980,1677.0,hist05z1
(Off-budget),1980,0.0,hist05z1
373 Deposit insurance,1980,1200.0,hist05z1
376 Other advancement of commerce,1980,2495.0,hist05z1
"Total, Commerce and Housing Credit",1980,15333.0,hist05z1
(On-budget),1980,15333.0,hist05z1
(Off-budget),1980,0.0,hist05z1
400 Transportation:,1980,0.0,hist05z1
401 Ground transportation,1980,15278.0,hist05z1
402 Air transportation,1980,3915.0,hist05z1
403 Water transportation,1980,2192.0,hist05z1
407 Other transportation,1980,97.0,hist05z1
"Total, Transportation",1980,21483.0,hist05z1
450 Community and Regional Development:,1980,0.0,hist05z1
451 Community development,1980,4972.0,hist05z1
452 Area and regional development,1980,4331.0,hist05z1
453 Disaster relief and insurance,1980,2426.0,hist05z1
"Total, Community and Regional Development",1980,11728.0,hist05z1
"500 Education, Training, Employment, and Social Services:",1980,0.0,hist05z1
"501 Elementary, secondary, and vocational education",1980,7404.0,hist05z1
502 Higher education,1980,6775.0,hist05z1
503 Research and general education aids,1980,1170.0,hist05z1
504 Training and employment,1980,9623.0,hist05z1
505 Other labor services,1980,572.0,hist05z1
506 Social services,1980,6143.0,hist05z1
"Total, Education, Training, Employment, and Social Services",1980,31689.0,hist05z1
550 Health:,1980,0.0,hist05z1
551 Health care services,1980,18480.0,hist05z1
552 Health research and training,1980,4565.0,hist05z1
554 Consumer and occupational health and safety,1980,1000.0,hist05z1
"Total, Health",1980,24045.0,hist05z1
570 Medicare:,1980,0.0,hist05z1
571 Medicare,1980,32237.0,hist05z1
600 Income Security:,1980,0.0,hist05z1
601 General retirement and disability insurance (excluding social security),1980,5446.0,hist05z1
602 Federal employee retirement and disability,1980,27323.0,hist05z1
603 Unemployment compensation,1980,17927.0,hist05z1
604 Housing assistance,1980,27941.0,hist05z1
605 Food and nutrition assistance,1980,13775.0,hist05z1
609 Other income security,1980,17915.0,hist05z1
"Total, Income Security",1980,110327.0,hist05z1
650 Social Security:,1980,0.0,hist05z1
651 Social security,1980,119955.0,hist05z1
(On-budget),1980,677.0,hist05z1
(Off-budget),1980,119278.0,hist05z1
700 Veterans Benefits and Services:,1980,0.0,hist05z1
701 Income security for veterans,1980,11800.0,hist05z1
"702 Veterans education, training, and rehabilitation",1980,2342.0,hist05z1
703 Hospital and medical care for veterans,1980,6409.0,hist05z1
704 Veterans housing,1980,19.0,hist05z1
705 Other veterans benefits and services,1980,641.0,hist05z1
"Total, Veterans Benefits and Services",1980,21211.0,hist05z1
750 Administration of Justice:,1980,0.0,hist05z1
751 Federal law enforcement activities,1980,2342.0,hist05z1
752 Federal litigative and judicial activities,1980,1370.0,hist05z1
753 Federal correctional activities,1980,320.0,hist05z1
754 Criminal justice assistance,1980,498.0,hist05z1
"Total, Administration of Justice",1980,4530.0,hist05z1
800 General Government:,1980,0.0,hist05z1
801 Legislative functions,1980,1111.0,hist05z1
802 Executive direction and management,1980,102.0,hist05z1
803 Central fiscal operations,1980,2667.0,hist05z1
804 General property and records management,1980,293.0,hist05z1
805 Central personnel management,1980,145.0,hist05z1
806 General purpose fiscal assistance,1980,8664.0,hist05z1
808 Other general government,1980,592.0,hist05z1
809 Deductions for offsetting receipts,1980,-351.0,hist05z1
"Total, General Government",1980,13226.0,hist05z1
900 Net Interest:,1980,0.0,hist05z1
901 Interest on Treasury debt securities (gross),1980,74803.0,hist05z1
902 Interest received by on-budget trust funds,1980,-9707.0,hist05z1
903 Interest received by off-budget trust funds,1980,-2339.0,hist05z1
908 Other interest,1980,-10220.0,hist05z1
(On-budget),1980,-10220.0,hist05z1
(Off-budget),1980,0.0,hist05z1
909 Other investment income,1980,0.0,hist05z1
"Total, Net Interest",1980,52538.0,hist05z1
(On-budget),1980,54877.0,hist05z1
(Off-budget),1980,-2339.0,hist05z1
950 Undistributed Offsetting Receipts:,1980,0.0,hist05z1
"951 Employer share, employee retirement (on-budget)",1980,-14638.0,hist05z1
"952 Employer share, employee retirement (off-budget)",1980,-1204.0,hist05z1
953 Rents and royalties on the Outer Continental Shelf,1980,-4101.0,hist05z1
954 Sale of major assets,1980,0.0,hist05z1
959 Other undistributed offsetting receipts,1980,0.0,hist05z1
"Total, Undistributed Offsetting Receipts",1980,-19942.0,hist05z1
(On-budget),1980,-18738.0,hist05z1
(Off-budget),1980,-1204.0,hist05z1
Total budget authority,1980,670062.0,hist05z1
(On-budget),1980,554327.0,hist05z1
(Off-budget),1980,115735.0,hist05z1
On-budget unless otherwise stated,1980,0.0,hist05z1
050 National Defense:,1981,0.0,hist05z1
051 Department of Defense-Military:,1981,0.0,hist05z1
Military Personnel,1981,48462.0,hist05z1
Operation and Maintenance,1981,55479.0,hist05z1
Procurement,1981,48025.0,hist05z1
"Research, Development, Test, and Evaluation",1981,16609.0,hist05z1
Military Construction,1981,3380.0,hist05z1
Family Housing,1981,2004.0,hist05z1
Other,1981,2141.0,hist05z1
"051 Subtotal, Department of Defense-Military",1981,176100.0,hist05z1
053 Atomic energy defense activities,1981,3651.0,hist05z1
054 Defense-related activities,1981,251.0,hist05z1
"Total, National Defense",1981,180001.0,hist05z1
150 International Affairs:,1981,0.0,hist05z1
151 International development and humanitarian assistance,1981,4420.0,hist05z1
152 International security assistance,1981,5068.0,hist05z1
153 Conduct of foreign affairs,1981,1465.0,hist05z1
154 Foreign information and exchange activities,1981,555.0,hist05z1
155 International financial programs,1981,15844.0,hist05z1
"Total, International Affairs",1981,27352.0,hist05z1
"250 General Science, Space, and Technology:",1981,0.0,hist05z1
251 General science and basic research,1981,1535.0,hist05z1
"252 Space flight, research, and supporting activities",1981,5108.0,hist05z1
"Total, General Science, Space, and Technology",1981,6643.0,hist05z1
270 Energy:,1981,0.0,hist05z1
271 Energy supply,1981,7165.0,hist05z1
272 Energy conservation,1981,700.0,hist05z1
274 Emergency energy preparedness,1981,2791.0,hist05z1
"276 Energy information, policy, and regulation",1981,1098.0,hist05z1
"Total, Energy",1981,11753.0,hist05z1
300 Natural Resources and Environment:,1981,0.0,hist05z1
301 Water resources,1981,4079.0,hist05z1
302 Conservation and land management,1981,1631.0,hist05z1
303 Recreational resources,1981,986.0,hist05z1
304 Pollution control and abatement,1981,2982.0,hist05z1
306 Other natural resources,1981,1494.0,hist05z1
"Total, Natural Resources and Environment",1981,11171.0,hist05z1
350 Agriculture:,1981,0.0,hist05z1
351 Farm income stabilization,1981,11864.0,hist05z1
352 Agricultural research and services,1981,1473.0,hist05z1
"Total, Agriculture",1981,13336.0,hist05z1
370 Commerce and Housing Credit:,1981,0.0,hist05z1
371 Mortgage credit,1981,9208.0,hist05z1
372 Postal service,1981,1343.0,hist05z1
(On-budget),1981,1343.0,hist05z1
(Off-budget),1981,0.0,hist05z1
373 Deposit insurance,1981,15.0,hist05z1
376 Other advancement of commerce,1981,2187.0,hist05z1
"Total, Commerce and Housing Credit",1981,12754.0,hist05z1
(On-budget),1981,12754.0,hist05z1
(Off-budget),1981,0.0,hist05z1
400 Transportation:,1981,0.0,hist05z1
401 Ground transportation,1981,20249.0,hist05z1
